name,entry,duration,park_id
Karim Jones,2020-04-20 21:02:30,12,150
David Ahmed,2021-07-12 20:13:54,6,101
Linh Singh,2022-11-03 12:33:44,51,102
Omar Xian,2020-07-04 07:53:12,13,130
Karim Singh,2021-06-06 11:47:22,70,119
Ibrahim Vasquez,2022-05-30 14:01:58,43,136
Xia Mendez,2020-01-17 13:50:52,55,149
Nina Takahashi,2020-07-21 00:53:56,13,105
Xia Davis,2023-04-18 02:17:24,69,107
Clara Ahmed,2022-04-21 22:13:41,4,103
Darius Mendez,2020-01-03 12:20:58,13,139
Amina Bautista,2023-06-16 21:34:52,19,110
Sofia Wong,2021-12-21 01:11:52,40,112
Vinh Hassan,2022-09-18 10:43:45,16,110
David Jones,2020-07-05 19:29:07,16,156
Hiroshi Jones,2022-10-03 08:09:09,35,135
Carlos Bautista,2022-08-27 11:49:16,10,150
Karim Zhang,2021-03-26 04:12:45,63,153
Darius Yu,2021-02-20 09:14:30,52,122
Zain Garcia,2023-04-24 02:43:13,11,141
Vinh Patel,2024-02-06 00:03:14,57,158
Tariq Patel,2023-06-16 07:58:29,22,125
Ibrahim Escobar,2022-11-28 01:10:11,23,125
Xia Mendez,2020-10-19 17:53:08,51,143
Carlos Vasquez,2023-11-30 15:43:25,1,119
Aisha Takahashi,2023-06-20 06:32:36,42,139
Linh Lam,2021-09-28 05:24:19,17,156
Priya Patel,2021-02-14 19:26:54,4,124
Darius Xian,2021-11-11 14:56:24,27,162
Raj Wong,2021-03-06 13:35:52,55,162
Tariq Jones,2023-08-19 01:42:20,47,109
Vinh Davis,2023-04-19 07:27:37,47,107
Aisha Lam,2020-03-26 02:53:08,58,140
Yasmin Hassan,2022-06-19 19:38:53,68,112
Nina Khan,2024-02-12 10:58:52,11,119
Nina Hassan,2023-12-07 01:15:30,5,123
Raj Ali,2024-05-01 14:11:07,24,122
Darius Davis,2022-08-17 21:22:52,5,155
Fatima Mendez,2024-09-21 08:01:36,22,119
Aisha Ali,2023-11-02 21:47:43,23,106
Clara Ramirez,2023-12-11 02:32:13,31,100
Raj Ramirez,2022-01-27 14:38:02,20,124
Chen Qureshi,2022-10-15 09:41:32,7,144
Clara Zhang,2024-05-18 11:46:53,39,130
Linh Yu,2020-04-21 22:36:42,70,150
Binh Ramirez,2024-05-16 13:26:52,20,116
Yasmin Lam,2024-08-09 14:25:15,30,103
Esteban Ahmed,2020-07-20 05:06:43,37,122
Priya Ishikawa,2022-03-30 06:12:30,68,159
Xia Ahmed,2022-10-20 02:53:57,1,135
Raj Nguyen,2022-03-19 01:19:53,33,153
Usha Patel,2022-10-26 02:09:41,25,123
Hiroshi Garcia,2023-11-25 02:36:58,32,146
Darius Lam,2023-07-11 02:27:10,32,142
Aisha Zhang,2020-07-19 04:17:35,61,160
Hiroshi Takahashi,2020-08-20 15:00:20,36,147
Yasmin Jones,2023-04-17 23:16:32,46,128
Esteban Ishikawa,2024-06-23 00:53:58,34,148
Ibrahim Mendez,2024-01-29 10:15:14,59,152
Vinh Takahashi,2020-10-04 14:15:03,63,142
Aisha Yu,2022-12-03 09:41:37,7,100
Priya Escobar,2024-08-12 11:07:18,13,160
Raj Mendez,2021-12-10 06:16:02,4,160
Carlos Vasquez,2024-04-01 11:22:56,58,105
Tariq Lam,2022-03-12 04:08:47,67,157
Karim Fujimoto,2021-10-19 02:21:06,68,119
Vinh Singh,2022-05-26 05:11:50,48,125
Sofia Hassan,2023-03-31 14:27:04,21,129
Vinh Chung,2021-11-05 12:22:06,27,151
Xia Ahmed,2020-01-12 05:56:16,55,107
Yasmin Wong,2020-02-07 07:22:07,23,150
Raj Garcia,2024-08-24 15:05:21,20,155
Linh Vasquez,2020-04-09 11:55:27,45,147
Amina Ali,2021-10-28 11:10:34,27,141
Aisha Ali,2021-08-03 09:37:10,3,134
Karim Ahmed,2020-09-12 19:29:26,18,134
Tariq Escobar,2021-05-25 04:14:45,47,139
Ibrahim Mendez,2022-08-31 03:08:05,52,143
Chen Yu,2021-08-01 09:54:07,6,147
Chen Ahmed,2021-10-29 13:00:24,35,129
Fatima Hassan,2021-11-19 17:59:32,55,108
Binh Patel,2021-12-30 16:46:14,45,128
Maria Ahmed,2023-06-14 00:37:55,61,145
Nina Davis,2020-09-19 07:43:19,18,131
Tariq Bautista,2023-01-01 08:43:17,31,133
Vinh Yu,2023-05-21 06:37:23,23,125
Amina Takahashi,2021-08-26 03:35:02,30,160
Darius Fujimoto,2021-05-09 04:22:54,19,109
Jin Mendez,2023-05-13 12:23:51,32,142
Chen Fujimoto,2022-08-03 07:44:09,11,103
Usha Escobar,2021-02-24 13:36:22,23,141
Amina Mendez,2023-11-06 17:11:27,56,133
Carlos Garcia,2020-02-21 14:53:20,20,102
Maria Ishikawa,2022-04-07 04:10:56,66,149
Raj Escobar,2022-01-26 15:55:51,43,110
Tariq Singh,2023-08-08 08:44:30,3,119
Omar Qureshi,2024-09-11 07:22:36,3,108
Yasmin Zhang,2022-03-31 20:44:10,53,132
Amina Patel,2023-04-08 06:05:38,31,106
Carlos Xian,2022-05-30 19:46:20,40,152
Fatima Ali,2024-04-29 12:02:24,23,147
Omar Zhang,2021-01-30 17:01:31,12,150
Carlos Ishikawa,2020-07-03 14:08:41,10,106
Jin Fujimoto,2021-09-21 11:42:15,34,154
Elena Ali,2022-11-24 22:55:50,16,123
Binh Jones,2022-12-24 22:42:06,37,133
Carlos Xian,2024-07-06 19:33:03,12,154
Chen Ahmed,2020-02-26 16:14:15,16,160
Zain Escobar,2023-01-17 08:53:52,62,156
Jin Ali,2020-07-01 05:28:06,57,151
Priya Singh,2023-08-25 12:36:01,51,124
Zain Lam,2024-05-15 00:02:22,57,110
Maria Yu,2024-10-06 11:24:38,49,105
Zain Mendez,2022-05-05 04:44:57,24,141
David Mendez,2020-11-01 13:02:55,37,151
Linh Jones,2022-08-25 09:11:37,30,146
Tariq Ali,2020-07-04 21:35:06,18,126
Vinh Fujimoto,2021-10-31 03:28:50,3,125
Priya Escobar,2020-03-25 09:21:45,48,103
Usha Mendez,2020-11-13 00:05:33,45,156
Nina Jones,2024-09-30 17:21:03,52,105
Usha Bautista,2024-08-03 19:49:29,20,132
David Ali,2022-07-01 20:48:36,9,139
Elena Wong,2022-03-12 20:27:44,63,125
Xia Khan,2021-10-25 21:38:10,70,131
Sofia Singh,2020-01-22 04:40:36,32,142
Elena Hassan,2020-11-27 02:58:31,45,140
Hiroshi Qureshi,2024-06-28 23:32:54,60,145
Priya Qureshi,2024-09-20 05:18:10,1,160
Ibrahim Jones,2022-12-06 18:52:08,48,124
Fatima Escobar,2021-12-29 06:41:01,25,122
Ibrahim Ramirez,2023-09-29 13:23:27,52,156
Linh Ishikawa,2022-07-30 17:13:04,48,118
Darius Escobar,2022-11-07 14:31:46,63,113
Elena Bautista,2021-08-23 10:06:41,24,138
Usha Ali,2020-01-02 00:46:39,29,115
Omar Ahmed,2021-02-12 17:45:34,2,129
Aisha Qureshi,2020-08-29 10:56:46,50,145
Clara Fujimoto,2021-11-28 15:17:57,65,107
Zain Chung,2022-01-02 10:48:54,71,136
Fatima Davis,2023-08-02 01:27:54,21,159
Nina Escobar,2021-01-26 03:45:51,14,130
Chen Wong,2020-01-23 04:15:35,15,108
Zain Wong,2020-10-12 07:04:39,37,101
Karim Vasquez,2024-09-24 05:56:22,12,161
Sofia Ahmed,2020-03-31 06:37:57,39,135
Zain Escobar,2024-03-03 22:57:18,41,156
Sofia Yu,2024-08-10 16:07:03,64,144
Aisha Khan,2024-05-05 17:18:45,40,108
Ibrahim Chung,2020-04-27 04:34:04,67,125
Karim Ahmed,2022-02-03 08:57:39,24,117
Esteban Qureshi,2020-02-24 19:13:05,6,117
Karim Takahashi,2023-01-24 02:28:37,4,136
Tariq Patel,2022-01-28 04:29:23,52,110
Ibrahim Chung,2022-10-02 19:26:29,21,115
Jin Chung,2021-10-12 10:36:03,27,102
Xia Nguyen,2024-02-22 11:03:08,40,148
Nina Ali,2024-05-14 08:08:10,45,159
Raj Chung,2020-10-11 20:12:47,38,125
Tariq Singh,2021-10-31 14:36:55,12,116
Maria Fujimoto,2022-01-26 00:32:35,19,119
Darius Ali,2023-03-08 07:22:29,26,147
Yasmin Qureshi,2024-10-04 05:44:19,4,140
Carlos Nguyen,2020-06-12 08:30:10,27,124
Linh Bautista,2023-05-13 06:24:16,39,158
Linh Chung,2021-06-26 22:15:29,23,120
Sofia Qureshi,2021-08-21 04:26:04,69,127
Karim Zhang,2024-04-26 01:41:05,65,158
Tariq Escobar,2024-01-16 07:15:31,33,160
Clara Jones,2023-04-12 18:40:45,33,139
Jin Nguyen,2022-03-30 20:36:55,68,152
Linh Hassan,2023-08-26 05:31:47,38,134
Raj Nguyen,2022-06-21 10:00:25,42,131
Karim Ishikawa,2024-10-22 17:35:38,35,109
Ibrahim Mendez,2020-07-27 20:44:38,37,150
Elena Patel,2020-05-10 05:55:16,54,134
Fatima Escobar,2024-06-13 15:11:49,63,115
Fatima Escobar,2023-07-20 17:02:53,47,161
Carlos Hassan,2020-10-04 19:24:17,18,105
Karim Bautista,2020-06-15 21:59:15,23,117
Sofia Nguyen,2021-11-08 05:17:26,12,122
Maria Ali,2022-12-22 20:51:15,53,149
Clara Fujimoto,2023-04-24 05:28:59,66,159
Aisha Escobar,2023-09-22 01:14:39,48,125
Maria Wong,2024-03-22 11:34:56,6,131
Xia Zhang,2020-05-27 12:57:49,40,138
David Xian,2020-06-26 14:29:28,8,148
Hiroshi Xian,2022-11-05 09:39:36,18,105
Amina Davis,2022-05-22 00:58:01,55,124
Aisha Garcia,2022-04-28 02:02:44,11,127
Nina Qureshi,2021-02-08 05:45:43,11,153
Carlos Khan,2021-01-18 15:49:21,19,157
Clara Qureshi,2024-08-16 09:18:29,16,104
Binh Ishikawa,2020-01-02 20:00:04,10,108
Ibrahim Hassan,2020-12-12 11:33:45,60,142
Carlos Bautista,2021-12-02 12:24:08,59,148
Elena Khan,2023-03-10 06:10:11,4,139
Linh Nguyen,2024-02-25 00:12:01,36,120
Hiroshi Zhang,2024-10-24 03:06:48,52,117
Amina Yu,2024-05-01 23:03:16,17,119
David Patel,2020-11-23 17:12:23,19,108
Usha Chung,2022-03-19 20:44:32,58,107
Vinh Ahmed,2024-06-29 15:45:51,69,135
Fatima Ramirez,2020-11-09 13:02:47,69,107
Ibrahim Escobar,2021-08-29 06:02:59,19,139
Carlos Ahmed,2022-01-09 17:44:29,43,112
Jin Khan,2020-04-20 07:34:10,37,156
Hiroshi Davis,2021-10-12 19:51:55,16,141
Usha Hassan,2020-10-07 00:04:25,53,139
Karim Escobar,2021-04-08 05:25:19,60,156
Amina Lam,2023-04-28 01:28:43,57,146
Priya Yu,2020-07-07 10:41:17,64,125
Omar Yu,2021-12-23 14:16:54,42,146
Raj Yu,2024-04-06 08:58:10,36,138
Priya Ishikawa,2022-10-04 13:47:21,34,130
Omar Zhang,2022-03-10 17:22:18,3,108
Elena Patel,2021-09-20 02:19:50,37,134
Vinh Ramirez,2023-11-01 03:34:05,59,133
Elena Qureshi,2024-02-04 00:18:43,71,120
Darius Nguyen,2023-02-27 03:48:04,43,140
Tariq Jones,2024-07-11 05:59:13,5,158
Clara Nguyen,2023-12-28 08:39:46,29,133
Sofia Wong,2021-05-10 12:20:07,56,162
Priya Yu,2023-10-26 00:01:56,11,124
Esteban Nguyen,2022-01-23 08:54:24,67,106
Chen Wong,2022-10-26 06:34:19,51,101
Clara Xian,2023-07-24 03:01:53,13,149
Amina Yu,2024-04-05 03:10:30,30,132
Tariq Patel,2021-06-09 16:46:38,38,110
Elena Escobar,2020-06-13 21:27:01,35,140
Xia Yu,2021-04-25 14:03:05,33,128
Carlos Davis,2022-01-27 03:02:44,20,137
Jin Mendez,2024-05-31 00:45:34,42,133
Ibrahim Jones,2021-07-19 09:42:02,32,161
Chen Jones,2020-06-27 02:00:53,47,119
Jin Ramirez,2024-09-30 00:30:43,46,137
Zain Vasquez,2022-02-26 16:31:05,61,132
Ibrahim Ishikawa,2020-01-24 16:18:28,26,107
Zain Mendez,2023-05-02 12:02:29,34,104
Usha Vasquez,2024-01-30 10:15:30,59,143
Clara Khan,2023-06-06 12:23:46,70,141
Binh Wong,2020-07-19 19:47:01,23,113
Amina Khan,2021-09-07 11:20:16,24,157
Usha Fujimoto,2024-05-11 06:32:29,63,140
Yasmin Khan,2020-02-03 23:01:16,45,162
Chen Lam,2023-02-04 04:55:36,68,137
Darius Fujimoto,2024-08-12 02:40:28,36,138
Maria Khan,2022-04-26 19:51:34,49,107
Priya Yu,2021-07-06 04:15:55,63,105
Hiroshi Ahmed,2021-04-10 17:24:40,7,144
Amina Fujimoto,2020-01-18 02:56:40,44,132
Yasmin Davis,2020-06-09 04:15:36,11,160
Usha Wong,2024-05-21 03:11:28,33,152
Hiroshi Ramirez,2023-08-25 23:53:54,29,105
Clara Ahmed,2022-03-04 21:55:19,46,116
Darius Patel,2024-08-14 05:20:29,27,123
Jin Wong,2020-12-22 08:46:32,7,111
Jin Patel,2024-01-31 17:47:49,44,155
Raj Escobar,2024-02-22 16:57:35,18,122
Omar Fujimoto,2020-09-07 00:40:30,20,128
Darius Lam,2022-05-13 20:03:28,59,148
Aisha Ishikawa,2024-04-24 05:49:08,30,107
Sofia Garcia,2023-10-09 13:04:34,37,131
Ibrahim Takahashi,2020-01-07 03:49:16,43,134
Aisha Ali,2021-04-01 21:14:37,28,119
Sofia Ishikawa,2021-07-10 03:22:14,66,112
Esteban Zhang,2022-01-22 14:22:59,32,157
Usha Ramirez,2023-05-13 12:19:30,6,119
Jin Ahmed,2022-03-07 19:45:27,4,133
Tariq Zhang,2022-11-10 14:35:47,44,156
Chen Nguyen,2020-08-08 07:07:35,68,135
Vinh Chung,2023-01-04 02:44:32,63,116
Hiroshi Hassan,2020-08-19 01:53:17,47,115
Priya Singh,2023-08-20 15:59:29,11,146
David Wong,2020-06-04 22:35:53,66,109
Chen Mendez,2021-11-17 17:29:58,54,138
Fatima Ramirez,2024-05-27 09:40:37,54,125
Tariq Zhang,2024-10-08 07:25:52,36,104
Tariq Yu,2020-05-13 14:07:17,51,138
Aisha Qureshi,2020-11-06 10:21:20,63,144
Xia Ahmed,2020-10-20 08:17:23,27,152
Xia Singh,2023-04-10 13:02:50,63,155
Usha Lam,2021-07-26 02:15:56,6,100
Ibrahim Khan,2022-04-17 07:25:49,1,144
Linh Vasquez,2020-05-13 09:26:23,13,115
Zain Wong,2021-05-12 20:09:51,52,102
Omar Davis,2024-08-09 09:41:51,51,159
Clara Bautista,2020-10-03 18:59:28,56,146
Jin Escobar,2024-09-17 19:01:31,1,123
Sofia Escobar,2020-04-28 09:32:41,25,116
Elena Xian,2020-12-15 15:42:28,57,156
Priya Khan,2020-07-28 07:29:01,39,147
Priya Escobar,2020-08-22 14:52:08,7,110
Jin Khan,2023-01-21 15:01:54,64,124
Elena Chung,2023-01-11 14:50:20,69,110
Nina Vasquez,2024-06-04 17:32:16,31,110
Aisha Yu,2020-10-15 06:07:33,45,126
Zain Patel,2021-11-22 18:05:32,44,140
David Ishikawa,2020-08-01 21:49:12,65,155
Xia Davis,2020-10-14 04:26:39,4,113
Usha Ishikawa,2022-10-24 03:00:32,15,134
Darius Chung,2021-05-26 13:26:54,2,139
Chen Vasquez,2021-02-26 15:01:04,2,104
Ibrahim Ali,2021-05-06 07:35:15,2,116
Clara Jones,2022-02-27 23:50:44,62,136
Vinh Zhang,2020-02-19 10:32:06,22,162
Sofia Davis,2023-12-25 18:32:36,30,108
Zain Ahmed,2021-11-18 01:17:52,66,160
Binh Nguyen,2023-09-04 13:01:54,8,148
David Fujimoto,2021-08-08 16:07:17,64,110
Yasmin Vasquez,2023-04-29 01:59:02,33,106
Nina Escobar,2024-10-05 13:47:32,7,148
Amina Yu,2020-11-07 22:58:39,43,133
Elena Takahashi,2021-10-25 23:03:38,35,140
Xia Patel,2024-09-01 07:00:21,14,101
Chen Nguyen,2024-04-08 01:06:25,1,103
Fatima Escobar,2021-02-04 12:03:23,59,116
Ibrahim Garcia,2021-06-13 12:08:00,29,128
Chen Escobar,2022-08-13 22:43:36,51,138
Linh Takahashi,2021-04-08 15:58:02,52,105
Nina Wong,2022-01-06 06:24:59,27,141
Sofia Bautista,2022-01-12 03:41:16,45,153
Esteban Ali,2021-09-12 23:26:16,63,127
Ibrahim Davis,2020-09-08 02:53:38,53,117
Tariq Hassan,2020-08-09 17:33:57,60,152
Aisha Lam,2020-05-11 18:48:34,18,151
Yasmin Mendez,2021-07-25 13:10:03,27,113
Amina Chung,2023-02-15 00:41:28,32,149
Amina Nguyen,2024-06-28 00:13:37,41,143
Esteban Khan,2021-06-21 17:26:11,65,101
Priya Lam,2020-01-11 10:22:37,13,113
Amina Xian,2023-09-19 13:34:27,31,159
Priya Qureshi,2024-05-26 03:54:22,67,120
Vinh Chung,2023-02-05 01:01:24,71,126
Carlos Garcia,2022-05-31 12:39:14,45,135
Fatima Davis,2024-07-30 01:49:50,24,139
Darius Lam,2020-10-30 14:29:59,60,109
Zain Bautista,2020-11-16 10:08:55,30,111
Nina Ahmed,2024-01-10 06:27:34,13,142
David Lam,2023-04-17 20:41:17,35,153
Binh Ramirez,2023-11-29 17:56:27,42,123
Xia Chung,2022-12-29 17:15:01,60,103
Yasmin Zhang,2024-07-10 04:58:08,63,111
Jin Fujimoto,2023-01-11 08:35:59,59,124
Karim Nguyen,2022-05-24 11:15:13,33,136
Karim Khan,2023-04-10 12:35:35,10,115
Karim Qureshi,2023-09-04 09:59:28,37,110
Tariq Patel,2022-10-20 12:26:56,22,118
Chen Vasquez,2024-07-01 06:07:34,30,144
Esteban Wong,2020-06-13 06:30:24,38,119
Fatima Escobar,2020-02-27 15:04:28,69,109
Aisha Ali,2023-09-21 09:43:13,23,141
Linh Mendez,2021-06-22 17:31:15,9,119
Carlos Hassan,2022-02-27 14:49:05,20,136
Ibrahim Davis,2024-09-19 08:50:00,47,133
Omar Patel,2024-09-10 10:41:54,37,135
Linh Hassan,2023-07-03 16:18:33,19,161
Tariq Lam,2024-05-02 21:42:42,62,124
Zain Lam,2024-01-21 05:26:30,59,104
Usha Yu,2022-04-10 14:58:07,25,144
Aisha Wong,2023-03-16 22:33:22,4,142
Xia Takahashi,2022-05-28 01:31:10,10,107
Nina Fujimoto,2021-06-26 22:01:57,27,106
Usha Garcia,2020-06-20 19:52:11,1,113
Yasmin Singh,2023-10-14 15:39:50,26,162
Priya Hassan,2024-01-19 22:36:00,41,157
Amina Ishikawa,2021-11-01 00:30:32,32,158
Chen Qureshi,2023-06-27 00:28:22,46,148
Usha Takahashi,2023-09-24 02:50:43,23,155
Binh Ali,2021-04-13 08:47:38,42,150
Darius Davis,2023-02-09 10:01:41,50,107
Sofia Davis,2021-10-23 22:58:00,20,157
Tariq Qureshi,2021-02-27 01:56:41,27,123
Sofia Zhang,2023-10-17 11:42:21,34,120
Vinh Xian,2024-04-23 13:03:59,30,148
Priya Nguyen,2021-05-09 04:29:17,6,115
Usha Ishikawa,2022-01-05 05:50:56,37,103
Maria Garcia,2024-06-03 23:28:53,34,162
Binh Xian,2023-05-03 21:36:37,58,131
Omar Ramirez,2024-10-02 22:29:30,57,123
Sofia Patel,2024-08-12 23:41:54,53,117
Vinh Ramirez,2021-10-24 01:37:20,13,109
Hiroshi Qureshi,2024-03-21 17:31:42,26,145
Raj Singh,2021-05-22 18:21:06,35,135
Xia Hassan,2024-03-10 19:32:03,67,100
Clara Zhang,2022-11-04 09:06:33,39,143
David Lam,2020-08-10 06:55:24,6,100
Binh Escobar,2021-08-24 15:39:02,55,155
Fatima Ahmed,2023-05-13 16:01:13,59,124
Darius Garcia,2022-02-02 19:27:32,37,154
Carlos Vasquez,2022-12-13 16:49:04,45,122
Omar Lam,2022-03-28 18:48:38,62,103
Ibrahim Escobar,2021-05-10 02:33:15,6,160
Zain Ahmed,2020-05-14 08:42:09,28,133
Amina Ramirez,2023-12-24 17:49:58,15,124
Clara Ishikawa,2023-11-26 19:58:38,3,122
Ibrahim Singh,2022-05-19 20:26:21,53,154
Carlos Yu,2021-09-15 21:27:01,12,130
Darius Chung,2021-04-08 17:37:34,67,115
Carlos Ishikawa,2024-10-11 16:59:21,6,154
Raj Xian,2023-02-05 04:21:21,27,159
Binh Zhang,2021-10-29 20:17:16,30,118
Amina Khan,2021-07-10 12:36:14,39,118
Omar Qureshi,2023-07-21 19:01:51,45,109
Hiroshi Ahmed,2024-10-08 18:22:06,12,141
Linh Khan,2023-03-09 19:41:04,25,148
Xia Wong,2023-09-21 20:00:34,36,142
Hiroshi Nguyen,2021-01-01 09:13:49,13,108
Raj Chung,2021-01-22 02:31:24,24,155
Raj Mendez,2022-11-25 23:34:38,16,130
Clara Lam,2020-05-23 14:06:49,11,122
Esteban Ali,2022-06-02 16:34:24,24,159
Ibrahim Nguyen,2023-10-15 17:33:31,11,130
Sofia Vasquez,2022-02-15 01:30:16,54,128
Nina Davis,2020-05-21 23:06:55,70,138
Maria Garcia,2023-03-04 18:17:00,30,100
Priya Ishikawa,2021-02-09 14:25:47,54,139
Usha Nguyen,2024-03-05 15:11:58,61,117
Linh Vasquez,2022-10-08 04:03:43,44,162
Yasmin Qureshi,2022-03-16 01:53:46,21,131
Tariq Takahashi,2021-11-19 11:08:20,21,122
Raj Qureshi,2020-05-16 07:50:15,57,131
Tariq Hassan,2024-05-04 14:38:37,1,137
Vinh Ramirez,2023-07-10 23:26:32,27,134
Tariq Patel,2023-07-07 23:22:25,12,142
Elena Xian,2021-07-08 14:31:50,71,133
Carlos Chung,2022-12-09 17:46:13,63,154
Carlos Jones,2023-01-06 05:13:56,32,129
Tariq Qureshi,2021-08-11 12:44:49,40,142
Aisha Lam,2022-06-18 02:30:58,68,101
Jin Ahmed,2022-04-08 12:36:58,53,125
Fatima Davis,2020-06-21 10:52:49,33,156
Maria Fujimoto,2023-10-15 07:09:05,9,144
David Xian,2023-09-03 10:28:05,7,134
Linh Ahmed,2023-09-27 09:28:31,22,137
Raj Singh,2021-11-17 15:40:17,17,115
Nina Davis,2022-12-02 09:51:58,37,133
Hiroshi Yu,2024-01-20 09:23:36,57,146
Jin Patel,2020-07-27 14:10:26,13,137
Xia Patel,2022-04-23 15:37:31,26,127
Raj Wong,2021-05-03 20:07:49,1,158
Vinh Ramirez,2020-11-18 16:07:01,44,150
Clara Zhang,2021-08-31 18:18:06,3,157
Maria Zhang,2023-03-23 17:13:05,64,134
David Ahmed,2022-08-19 10:02:44,59,153
David Khan,2021-08-11 06:18:28,40,125
Ibrahim Qureshi,2024-03-04 08:10:44,66,111
Nina Patel,2024-05-10 22:12:54,30,124
Carlos Chung,2024-01-21 23:32:40,6,120
Darius Yu,2021-09-12 07:48:30,28,149
Amina Hassan,2023-03-25 01:10:46,5,120
Clara Bautista,2020-02-27 13:21:09,22,118
Xia Fujimoto,2022-03-27 07:23:58,18,143
Fatima Hassan,2024-01-09 23:30:33,31,156
Esteban Escobar,2020-10-20 18:46:20,70,153
David Takahashi,2022-08-10 18:13:42,18,146
Yasmin Fujimoto,2021-09-18 05:41:11,60,146
Usha Fujimoto,2023-09-01 13:47:32,70,148
Fatima Davis,2021-03-21 12:44:09,14,160
Raj Vasquez,2023-12-29 07:14:19,62,129
Darius Nguyen,2021-08-20 06:52:24,65,108
Omar Lam,2024-06-22 02:23:02,55,115
Yasmin Ishikawa,2023-09-24 09:10:55,27,155
Tariq Xian,2021-11-24 18:50:30,65,131
Priya Ramirez,2020-05-05 21:02:50,30,119
Raj Mendez,2024-03-05 01:29:02,2,136
Ibrahim Fujimoto,2024-04-30 18:56:59,53,158
Raj Garcia,2020-05-14 14:38:26,2,127
Priya Hassan,2023-06-26 13:46:37,54,145
Karim Vasquez,2021-04-07 01:49:21,15,140
Usha Wong,2020-12-05 19:06:00,26,127
Zain Yu,2024-06-08 16:28:35,41,159
Priya Zhang,2020-04-30 10:13:30,12,135
Linh Khan,2022-12-02 09:46:22,33,107
Linh Qureshi,2023-03-27 09:26:47,24,136
Binh Patel,2021-12-29 06:51:11,10,106
Carlos Nguyen,2023-05-19 19:57:31,16,141
Vinh Garcia,2021-01-04 03:15:09,12,160
Nina Garcia,2020-03-13 06:40:22,59,137
Tariq Khan,2024-08-22 04:21:21,52,116
Sofia Zhang,2024-07-01 11:43:58,9,107
Hiroshi Xian,2024-09-18 23:39:47,59,162
Karim Ramirez,2024-07-08 15:46:21,1,141
Vinh Escobar,2021-02-06 08:33:57,61,136
Omar Yu,2022-03-13 04:30:41,26,111
Linh Ahmed,2024-09-01 12:20:19,28,100
Priya Chung,2022-02-28 20:43:39,49,103
Jin Ali,2022-06-15 04:39:47,1,111
Clara Garcia,2021-06-02 16:58:01,68,130
Tariq Hassan,2021-11-30 14:10:52,13,144
Raj Ramirez,2021-09-03 00:34:49,51,156
Omar Escobar,2021-04-06 17:30:13,24,123
Fatima Mendez,2023-06-28 05:49:09,53,158
Omar Singh,2021-01-11 13:10:12,3,142
Fatima Jones,2024-09-16 01:27:56,59,138
Aisha Bautista,2021-10-17 08:37:38,61,120
Raj Qureshi,2024-06-06 16:56:12,5,151
Binh Ishikawa,2023-05-03 23:26:20,32,134
Priya Nguyen,2020-09-28 17:55:38,43,151
Usha Khan,2020-06-29 11:32:13,54,157
Raj Mendez,2024-03-26 09:37:16,14,118
Nina Jones,2022-03-14 08:31:52,2,112
Nina Chung,2022-03-30 22:24:51,51,159
Raj Qureshi,2023-12-08 06:36:44,56,132
Sofia Yu,2022-07-01 03:39:03,57,154
Carlos Qureshi,2022-01-30 04:51:18,25,124
David Garcia,2020-09-22 09:30:15,28,112
Hiroshi Qureshi,2021-01-08 00:04:36,22,111
Chen Qureshi,2024-08-21 16:45:59,40,110
Binh Khan,2024-02-13 08:01:12,60,116
Maria Nguyen,2024-06-11 08:56:51,66,138
Elena Lam,2020-07-14 20:54:25,62,146
Raj Qureshi,2022-07-03 06:25:32,38,146
Chen Mendez,2020-04-17 12:56:38,25,149
Maria Escobar,2020-05-31 16:14:08,31,119
Fatima Khan,2023-10-31 11:52:23,39,145
Binh Nguyen,2021-06-11 04:00:04,19,120
Carlos Escobar,2022-10-17 04:52:34,35,126
Ibrahim Yu,2020-03-14 00:09:10,69,133
Amina Takahashi,2021-05-02 04:36:33,53,108
Xia Nguyen,2023-05-18 03:44:44,28,115
Darius Hassan,2022-09-02 15:26:37,12,148
Usha Takahashi,2020-01-01 18:46:40,6,103
Yasmin Vasquez,2023-11-07 23:59:01,54,161
Tariq Ali,2023-11-16 12:09:50,57,148
Chen Ishikawa,2023-09-12 08:25:31,40,101
Maria Ahmed,2021-10-23 21:27:47,64,112
Fatima Bautista,2023-03-16 04:31:23,32,109
Sofia Qureshi,2020-11-07 05:41:19,67,141
Darius Takahashi,2022-11-26 17:01:40,56,158
Raj Ishikawa,2020-07-11 02:22:40,52,136
Zain Hassan,2021-04-24 03:11:29,45,129
Usha Singh,2021-02-16 19:32:35,58,135
Yasmin Mendez,2024-03-13 04:21:11,53,118
Maria Ali,2020-08-02 06:50:25,5,101
Raj Ahmed,2023-01-25 01:01:21,35,154
Darius Hassan,2023-08-18 10:33:50,57,129
Binh Vasquez,2022-05-07 23:07:14,10,124
Vinh Wong,2023-12-16 22:12:32,45,117
Fatima Garcia,2020-11-11 12:35:12,65,136
Raj Takahashi,2022-07-14 00:06:45,16,106
Zain Wong,2021-09-19 04:05:31,46,100
Hiroshi Garcia,2022-10-27 22:18:44,71,144
Omar Ramirez,2020-09-09 11:54:51,40,119
Elena Hassan,2021-11-01 23:27:34,55,131
Elena Wong,2023-04-22 21:04:42,37,104
Omar Singh,2024-06-12 21:44:56,24,134
Chen Nguyen,2024-05-23 03:55:24,21,116
